C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_57_134.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_57_134.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_57_134.jpg,0,0,0,13.27225
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_57_211.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_57_211.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_57_211.jpg,0,0,0,13.16757
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_57_284.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_57_284.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_57_284.jpg,0,0,0,13.04184
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_57_356.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_57_356.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_57_356.jpg,0,0,0,12.99796
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_57_434.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_57_434.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_57_434.jpg,0,0,0,12.84169
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_57_505.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_57_505.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_57_505.jpg,0,0,0,12.72773
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_57_577.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_57_577.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_57_577.jpg,0,0,0,12.65151
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_57_646.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_57_646.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_57_646.jpg,0,0,0,12.54663
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_57_716.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_57_716.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_57_716.jpg,0,0,0,12.46784
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_57_787.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_57_787.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_57_787.jpg,0,0,0,12.36485
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_57_858.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_57_858.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_57_858.jpg,0,0,0,12.28432
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_57_926.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_57_926.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_57_926.jpg,0,0.1740716,0,12.22577
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_57_994.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_57_994.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_57_994.jpg,0,0.3425281,0,12.37658
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_58_065.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_58_065.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_58_065.jpg,0,0.589904,0,12.72722
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_58_133.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_58_133.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_58_133.jpg,0,0.7678651,0,13.1931
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_58_205.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_58_205.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_58_205.jpg,-0.01886792,1,0,14.06307
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_58_279.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_58_279.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_58_279.jpg,-0.05660377,1,0,14.69719
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_58_349.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_58_349.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_58_349.jpg,-0.0754717,1,0,15.50261
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_58_421.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_58_421.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_58_421.jpg,-0.09433963,1,0,16.34969
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_58_494.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_58_494.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_58_494.jpg,-0.1132075,1,0,16.98587
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_58_568.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_58_568.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_58_568.jpg,-0.1132075,1,0,17.81699
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_58_643.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_58_643.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_58_643.jpg,-0.1132075,1,0,18.64099
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_58_710.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_58_710.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_58_710.jpg,-0.09433963,1,0,19.25759
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_58_778.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_58_778.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_58_778.jpg,-0.09433963,1,0,19.86638
C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\center_2017_07_18_23_58_58_849.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\left_2017_07_18_23_58_58_849.jpg,C:\Users\chrzanowski.dm\Documents\carnd\p3\IMG\right_2017_07_18_23_58_58_849.jpg,-0.09433963,1,0,20.67495
